Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf YTD,Perf Year,Perf 3Y,Perf 5Y,Perf 10Y,Volatility W,Volatility M,Avg Volume,Rel Volume,Price_perf,Change_perf,Volume_perf,SCORE
CHD,"Church & Dwight Co., Inc",Consumer Defensive,Household & Personal Products,USA,23110000000.0,31.96,96.25,0.0467,4994276.0,0.041299999999999996,0.1399,0.1761,0.0264,0.1479,-0.09849999999999999,17.21%,10.48%,137.45%,0.022099999999999998,0.023,2590000.0,1.93,96.25,0.0467,4994276.0,64
MCHP,"Microchip Technology, Inc",Technology,Semiconductors,USA,41030000000.0,,75.92,-0.0433,12510667.0,0.016200000000000003,0.17379999999999998,0.2139,0.1232,0.19149999999999998,0.355,-0.28%,1.78%,251.97%,0.0358,0.0337,8910000.0,1.4,75.92,-0.0433,12510667.0,64
ADI,Analog Devices Inc,Technology,Semiconductors,USA,151900000000.0,68.04,310.88,-0.0245,4405694.0,0.0173,0.13119999999999998,0.32270000000000004,0.384,0.1463,0.48100000000000004,84.55%,102.24%,505.06%,0.0242,0.0264,3750000.0,1.17,310.88,-0.0245,4405694.0,64
ADM,Archer Daniels Midland Co,Consumer Defensive,Farm Products,USA,32350000000.0,27.39,67.31,0.0058,5377467.0,-0.003,0.15710000000000002,0.11220000000000001,0.24230000000000002,0.17079999999999998,0.3029,-21.34%,26.78%,102.56%,0.0256,0.029500000000000002,3310000.0,1.62,67.31,0.0058,5377467.0,63
RTX,RTX Corp,Industrials,Aerospace & Defense,USA,269399999999.99997,40.5,200.93,0.0053,7228370.0,0.0255,0.092,0.1393,0.2752,0.0956,0.6058,100.91%,203.15%,294.52%,0.0254,0.024900000000000002,4810000.0,1.5,200.93,0.0053,7228370.0,63
MTB,M & T Bank Corp,Financial,Banks - Regional,USA,34060000000.000004,13.0,221.57,0.0006,1516137.0,0.0362,0.0885,0.2218,0.17420000000000002,0.09970000000000001,0.1059,42.13%,58.22%,111.87%,0.0147,0.022099999999999998,1010000.0,1.5,221.57,0.0006,1516137.0,63
CAT,Caterpillar Inc,Industrials,Farm & Heavy Construction Machinery,USA,307630000000.0,34.92,657.36,-0.0118,3300085.0,0.049100000000000005,0.13849999999999998,0.12279999999999999,0.5008,0.1475,0.6717,154.36%,250.89%,977.99%,0.035699999999999996,0.0292,2490000.0,1.32,657.36,-0.0118,3300085.0,62
COP,Conoco Phillips,Energy,Oil & Gas E&P,USA,128800000000.00002,14.74,104.23,0.0139,9169003.0,0.059800000000000006,0.10769999999999999,0.1834,0.0932,0.1134,0.0263,-11.44%,159.00%,192.76%,0.0215,0.0297,7660000.0,1.2,104.23,0.0139,9169003.0,62
FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,33200000000.000004,14.21,50.22,0.0086,104196179.0,-0.0102,0.056600000000000004,0.2023,0.20809999999999998,0.0728,0.13699999999999998,40.44%,65.20%,215.06%,0.024,0.026099999999999998,7670000.0,13.58,50.22,0.0086,104196179.0,62
RCL,Royal Caribbean Group,Consumer Cyclical,Travel Services,USA,88540000000.0,20.87,324.65,-0.0617,3354067.0,0.13470000000000001,0.1525,0.1593,0.0213,0.16399999999999998,0.2065,408.22%,374.50%,278.56%,0.0553,0.0384,2390000.0,1.4,324.65,-0.0617,3354067.0,62
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,USA,547510000000.0,20.57,227.25,-0.0002,11045529.0,0.0323,0.0983,0.21780000000000002,0.37939999999999996,0.0981,0.5035000000000001,34.06%,36.91%,134.88%,0.0138,0.0179,8820000.0,1.25,227.25,-0.0002,11045529.0,62
SYY,Sysco Corp,Consumer Defensive,Food Distribution,USA,40160000000.0,22.55,83.85,-0.0031,5243189.0,0.1002,0.1301,0.12869999999999998,0.053399999999999996,0.1379,0.1659,5.94%,14.86%,111.80%,0.0329,0.022799999999999997,3430000.0,1.53,83.85,-0.0031,5243189.0,62
SLB,SLB Ltd,Energy,Oil & Gas Equipment & Services,USA,72340000000.0,20.48,48.38,-0.0014000000000000002,16406558.0,-0.015700000000000002,0.255,0.3136,0.4314,0.2606,0.18170000000000003,-13.99%,103.79%,-25.80%,0.033,0.032400000000000005,16980000.0,0.97,48.38,-0.0014000000000000002,16406558.0,61
BG,Bunge Global SA,Consumer Defensive,Farm Products,USA,22020000000.0,12.23,113.88,-0.011000000000000001,2051911.0,0.0025,0.2698,0.185,0.4278,0.2784,0.4559,17.55%,68.16%,90.02%,0.030899999999999997,0.0301,1510000.0,1.36,113.88,-0.011000000000000001,2051911.0,61
LHX,L3Harris Technologies Inc,Industrials,Aerospace & Defense,USA,64129999999.99999,40.21,342.85,-0.037000000000000005,2253946.0,-0.0335,0.1604,0.19510000000000002,0.2475,0.1679,0.6175999999999999,73.44%,85.09%,307.86%,0.0298,0.030299999999999997,1360000.0,1.66,342.85,-0.037000000000000005,2253946.0,60
INTC,Intel Corp,Technology,Semiconductors,USA,232120000000.0,,46.47,-0.045,114920097.0,0.0311,0.2458,0.1241,1.347,0.2593,1.3529,56.46%,-16.18%,55.29%,0.053099999999999994,0.059699999999999996,98510000.0,1.17,46.47,-0.045,114920097.0,60
DVN,Devon Energy Corp,Energy,Oil & Gas E&P,USA,25220000000.0,9.45,40.21,0.0068000000000000005,11349023.0,0.0406,0.09210000000000002,0.2546,0.2104,0.0977,0.1466,-33.73%,166.31%,84.31%,0.0282,0.0344,8670000.0,1.31,40.21,0.0068000000000000005,11349023.0,60
AKAM,Akamai Technologies Inc,Technology,Software - Infrastructure,USA,13980000000.0,28.48,97.15,-0.022099999999999998,2983802.0,0.0218,0.10439999999999999,0.3306,0.2731,0.11349999999999999,-0.0325,12.16%,-12.74%,107.10%,0.0325,0.031400000000000004,3390000.0,0.88,97.15,-0.022099999999999998,2983802.0,60
MPWR,Monolithic Power System Inc,Technology,Semiconductors,USA,53850000000.0,28.7,1124.15,-0.0499,1046263.0,0.056799999999999996,0.2167,0.0275,0.5805,0.2403,0.8168000000000001,164.70%,187.27%,1725.22%,0.0449,0.037000000000000005,690660.0,1.51,1124.15,-0.0499,1046263.0,60
KMI,Kinder Morgan Inc,Energy,Oil & Gas Midstream,USA,67830000000.0,22.27,30.49,0.0083,18926726.0,0.0311,0.10550000000000001,0.1772,0.0866,0.1091,0.1168,65.26%,99.80%,98.76%,0.022099999999999998,0.0223,13710000.0,1.38,30.49,0.0083,18926726.0,60
WMB,Williams Cos Inc,Energy,Oil & Gas Midstream,USA,82140000000.0,34.8,67.26,0.0003,7985528.0,0.0354,0.11800000000000001,0.1804,0.1219,0.1189,0.21559999999999999,114.20%,210.53%,240.73%,0.025099999999999997,0.0236,7150000.0,1.12,67.26,0.0003,7985528.0,60
MRNA,Moderna Inc,Healthcare,Biotechnology,USA,17220000000.0,,44.07,-0.059500000000000004,10960692.0,-0.0953,0.44920000000000004,0.7842,0.49090000000000006,0.49439999999999995,0.0823,-77.17%,-70.02%,-,0.0735,0.0757,12480000.0,0.88,44.07,-0.059500000000000004,10960692.0,59
GOOGL,Alphabet Inc,Communication Services,Internet Content & Information,USA,4081510000000.0,33.34,338.0,-0.0007000000000000001,31023954.0,0.030699999999999998,0.07690000000000001,0.231,0.7613,0.0799,0.7297,254.97%,256.86%,806.82%,0.025699999999999997,0.0245,36100000.0,0.86,338.0,-0.0007000000000000001,31023954.0,59
GOOG,Alphabet Inc,Communication Services,Internet Content & Information,USA,4081510000000.0,33.39,338.53,-0.0004,21740202.0,0.0308,0.0762,0.2303,0.7553,0.0788,0.7169,249.97%,256.46%,833.55%,0.0255,0.024300000000000002,23350000.0,0.93,338.53,-0.0004,21740202.0,59
AMP,Ameriprise Financial Inc,Financial,Asset Management,USA,48980000000.0,14.5,527.19,0.011200000000000002,1159477.0,0.0616,0.0662,0.1017,0.0174,0.07519999999999999,-0.0834,53.70%,149.13%,465.35%,0.024,0.024700000000000003,614850.0,1.89,527.19,0.011200000000000002,1159477.0,58
PEP,PepsiCo Inc,Consumer Defensive,Beverages - Non-Alcoholic,USA,210060000000.0,29.23,153.63,0.0332,12641264.0,0.0626,0.06570000000000001,0.051100000000000007,0.1139,0.0704,0.0217,-10.64%,9.59%,60.28%,0.0208,0.0177,7700000.0,1.64,153.63,0.0332,12641264.0,58
EQT,EQT Corp,Energy,Oil & Gas E&P,USA,36030000000.0,19.7,57.73,0.024900000000000002,13670460.0,0.0398,0.0567,0.11449999999999999,0.07400000000000001,0.0771,0.1405,73.78%,250.52%,82.73%,0.0379,0.035,9270000.0,1.47,57.73,0.024900000000000002,13670460.0,58
DOW,Dow Inc,Basic Materials,Chemicals,USA,19580000000.0,,27.55,0.0144,18949358.0,-0.0248,0.1718,0.1082,0.18289999999999998,0.1784,-0.3289,-52.41%,-51.86%,-,0.0381,0.038599999999999995,12060000.0,1.57,27.55,0.0144,18949358.0,58
SPG,"Simon Property Group, Inc",Real Estate,REIT - Retail,USA,62460000000.0,26.31,191.31,0.008,3019825.0,0.0356,0.024,0.1018,0.168,0.0335,0.1018,52.86%,96.32%,2.16%,0.0176,0.0177,1420000.0,2.12,191.31,0.008,3019825.0,57
DE,Deere & Co,Industrials,Farm & Heavy Construction Machinery,USA,143130000000.0,28.53,528.0,-0.0039000000000000003,1517798.0,0.0264,0.1235,0.1151,0.0069,0.1341,0.1042,27.65%,77.06%,607.68%,0.0195,0.0264,1430000.0,1.06,528.0,-0.0039000000000000003,1517798.0,57
TRGP,Targa Resources Corp,Energy,Oil & Gas Midstream,USA,43140000000.0,27.02,200.98,-0.0027,1310959.0,0.0495,0.08259999999999999,0.32770000000000005,0.2077,0.08929999999999999,-0.009300000000000001,166.87%,618.56%,882.79%,0.0278,0.0292,1500000.0,0.88,200.98,-0.0027,1310959.0,57
CFG,Citizens Financial Group Inc,Financial,Banks - Regional,USA,27050000000.0,16.28,62.98,-0.008,6680223.0,0.0054,0.0684,0.2489,0.31980000000000003,0.0782,0.3226,47.32%,65.52%,203.08%,0.0183,0.0235,4680000.0,1.43,62.98,-0.008,6680223.0,56
PWR,"Quanta Services, Inc",Industrials,Engineering & Construction,USA,70770000000.0,70.41,474.63,-0.0182,1838390.0,0.0125,0.1069,0.057800000000000004,0.16870000000000002,0.1246,0.5938,218.78%,526.82%,2553.05%,0.029900000000000003,0.0349,992940.0,1.85,474.63,-0.0182,1838390.0,56
PH,Parker-Hannifin Corp,Industrials,Specialty Industrial Machinery,USA,118090000000.0,34.13,935.84,-0.0132,865093.0,0.0085,0.0529,0.2075,0.2786,0.0647,0.4056,201.69%,246.90%,941.91%,0.0212,0.0204,669870.0,1.29,935.84,-0.0132,865093.0,56
APD,Air Products & Chemicals Inc,Basic Materials,Specialty Chemicals,USA,60660000000.0,,272.5,0.0644,2571432.0,0.042699999999999995,0.09519999999999999,0.0973,-0.053399999999999996,0.10310000000000001,-0.1675,-12.67%,-2.34%,147.75%,0.0231,0.0232,1640000.0,1.57,272.5,0.0644,2571432.0,56
BIIB,Biogen Inc,Healthcare,Drug Manufacturers - General,USA,26390000000.0,16.41,179.89,0.021099999999999997,1487978.0,0.0484,0.019799999999999998,0.21660000000000001,0.4054,0.0222,0.2457,-38.37%,-33.24%,-27.49%,0.022799999999999997,0.0313,1980000.0,0.75,179.89,0.021099999999999997,1487978.0,55
PPG,"PPG Industries, Inc",Basic Materials,Specialty Chemicals,USA,25950000000.0,16.73,115.63,-0.0076,2736990.0,0.0297,0.1153,0.1664,0.096,0.1285,-0.0552,-9.77%,-17.76%,24.12%,0.0236,0.0222,2150000.0,1.27,115.63,-0.0076,2736990.0,55
CF,CF Industries Holdings Inc,Basic Materials,Agricultural Inputs,USA,14540000000.0,11.24,93.23,-0.0085,1865926.0,0.0092,0.2119,0.1079,0.0043,0.20550000000000002,0.0077,11.31%,114.47%,211.18%,0.0235,0.0336,2470000.0,0.76,93.23,-0.0085,1865926.0,55
APA,APA Corporation,Energy,Oil & Gas E&P,USA,9370000000.0,6.36,26.41,0.005699999999999999,8923529.0,0.0236,0.0692,0.17170000000000002,0.3691,0.0797,0.1393,-40.10%,67.90%,-32.94%,0.0384,0.0408,6310000.0,1.41,26.41,0.005699999999999999,8923529.0,55
FANG,Diamondback Energy Inc,Energy,Oil & Gas E&P,USA,46980000000.0,11.4,163.95,0.0054,2161368.0,0.0645,0.084,0.14150000000000001,0.10289999999999999,0.0906,-0.0404,17.86%,195.60%,173.98%,0.0316,0.0327,1810000.0,1.2,163.95,0.0054,2161368.0,55
MDT,Medtronic Plc,Healthcare,Medical Devices,Ireland,132000000000.0,27.81,102.96,0.0194,8579907.0,0.0206,0.0652,0.12240000000000001,0.141,0.0718,0.1264,26.80%,-11.92%,35.62%,0.017,0.02,7190000.0,1.19,102.96,0.0194,8579907.0,55
SNDK,Sandisk Corp,Technology,Computer Hardware,USA,84450000000.0,,576.25,0.06849999999999999,40932131.0,0.2162,1.3988,1.8197999999999999,12.426099999999998,1.4275,,-,-,-,0.1137,0.1011,13310000.0,3.08,576.25,0.06849999999999999,40932131.0,55
PCAR,Paccar Inc,Industrials,Farm & Heavy Construction Machinery,USA,64550000000.0,27.25,122.91,-0.0033,2373966.0,0.0075,0.10769999999999999,0.26739999999999997,0.26039999999999996,0.12240000000000001,0.1225,79.18%,112.02%,391.70%,0.0255,0.0239,3270000.0,0.73,122.91,-0.0033,2373966.0,55
GPC,Genuine Parts Co,Consumer Cyclical,Auto Parts,USA,19330000000.0,23.94,138.99,0.0008,2047353.0,0.009899999999999999,0.1206,0.0762,0.0784,0.1304,0.19469999999999998,-16.51%,37.34%,74.33%,0.021400000000000002,0.0219,1100000.0,1.86,138.99,0.0008,2047353.0,54
HSY,Hershey Company,Consumer Defensive,Confectioners,USA,39490000000.0,29.13,194.75,0.022099999999999998,1401747.0,0.018600000000000002,0.0689,0.11109999999999999,0.0463,0.0702,0.305,-11.87%,32.01%,128.45%,0.0223,0.0242,1760000.0,0.8,194.75,0.022099999999999998,1401747.0,54
IEX,Idex Corporation,Industrials,Specialty Industrial Machinery,USA,14860000000.0,31.39,198.55,-0.0059,1045280.0,0.0168,0.1075,0.145,0.2143,0.1158,-0.0929,-14.71%,2.28%,183.56%,0.018000000000000002,0.0209,633250.0,1.65,198.55,-0.0059,1045280.0,54
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,USA,75930000000.0,27.9,84.0,-0.0262,7767165.0,0.0542,0.0203,0.2151,0.5748,0.033,0.6873999999999999,131.28%,57.33%,186.89%,0.0301,0.026099999999999998,9010000.0,0.86,84.0,-0.0262,7767165.0,54
DGX,"Quest Diagnostics, Inc",Healthcare,Diagnostics & Research,USA,20810000000.0,21.95,187.03,0.025699999999999997,1164074.0,0.0332,0.0658,0.0701,0.11720000000000001,0.07780000000000001,0.2032,29.07%,49.66%,183.64%,0.014199999999999999,0.0204,1030000.0,1.13,187.03,0.025699999999999997,1164074.0,53
HAS,"Hasbro, Inc",Consumer Cyclical,Leisure,USA,12530000000.0,,89.31,-0.0127,2336971.0,0.0070999999999999995,0.0803,0.1456,0.1883,0.0891,0.5254,39.33%,-6.80%,22.49%,0.0181,0.0225,1700000.0,1.38,89.31,-0.0127,2336971.0,53
KO,Coca-Cola Co,Consumer Defensive,Beverages - Non-Alcoholic,USA,321800000000.0,24.77,74.81,0.018799999999999997,26420468.0,0.0265,0.0676,0.09449999999999999,0.10189999999999999,0.0701,0.1907,22.78%,53.36%,77.86%,0.0148,0.0152,16680000.0,1.58,74.81,0.018799999999999997,26420468.0,53
FIX,"Comfort Systems USA, Inc",Industrials,Engineering & Construction,USA,40280000000.0,48.36,1142.1,-0.025099999999999997,312126.0,0.0184,0.2061,0.1301,0.6239,0.2237,1.6784999999999999,866.24%,1876.64%,4014.19%,0.0382,0.0462,572310.0,0.55,1142.1,-0.025099999999999997,312126.0,53
MNST,Monster Beverage Corp,Consumer Defensive,Beverages - Non-Alcoholic,USA,78900000000.0,45.98,80.76,0.009000000000000001,6093673.0,-0.0151,0.0433,0.2133,0.3746,0.0533,0.6448,56.03%,82.59%,236.13%,0.0179,0.0197,5590000.0,1.09,80.76,0.009000000000000001,6093673.0,52
PFG,Principal Financial Group Inc,Financial,Asset Management,USA,20810000000.0,13.79,94.72,-0.0004,1888234.0,0.0385,0.0655,0.1491,0.217,0.0738,0.136,4.44%,78.58%,148.87%,0.024,0.0225,1360000.0,1.39,94.72,-0.0004,1888234.0,52
RMD,Resmed Inc,Healthcare,Medical Instruments & Supplies,USA,37700000000.0,25.53,258.31,0.0027,2258222.0,0.0235,0.06269999999999999,0.018500000000000003,-0.0501,0.0724,0.0216,11.75%,16.52%,348.69%,0.0248,0.0242,1050000.0,2.15,258.31,0.0027,2258222.0,52
NTRS,Northern Trust Corp,Financial,Asset Management,USA,28260000000.0,17.09,149.43,-0.008199999999999999,1293004.0,0.0054,0.0818,0.17420000000000002,0.1495,0.094,0.3271,58.38%,58.50%,147.32%,0.0173,0.0231,983450.0,1.31,149.43,-0.008199999999999999,1293004.0,51
KEYS,Keysight Technologies Inc,Technology,Scientific & Technical Instruments,USA,37100000000.0,44.29,216.33,-0.0219,1157918.0,0.0159,0.0501,0.26899999999999996,0.31980000000000003,0.0647,0.2852,19.62%,48.12%,801.38%,0.0253,0.024300000000000002,1210000.0,0.95,216.33,-0.0219,1157918.0,51
MRK,Merck & Co Inc,Healthcare,Drug Manufacturers - General,USA,273690000000.0,14.59,110.27,0.0178,19060604.0,0.019299999999999998,0.0397,0.2736,0.4115,0.047599999999999996,0.122,1.55%,42.51%,125.21%,0.019,0.023,13910000.0,1.37,110.27,0.0178,19060604.0,51
